frame,cpu_ms,gpu_ms
931,5.8670,0.0000
932,5.1530,0.0000
933,6.6050,0.0000
934,8.3010,0.0000
935,7.3590,0.0000
936,5.7000,0.0000
937,5.1720,0.0000
938,6.1580,0.0000
939,7.5160,0.0000
940,6.7110,0.0000
941,6.6470,0.0000
942,5.7420,0.0000
943,5.7570,0.0000
944,7.3780,0.0000
945,6.6120,0.0000
946,8.3830,0.0000
947,9.8400,0.0000
948,6.9280,0.0000
949,5.2790,0.0000
950,8.1620,0.0000
951,10.0720,0.0000
952,9.1750,0.0000
953,10.0090,0.0000
954,6.9420,0.0000
955,5.8440,0.0000
956,5.8570,0.0000
957,8.0280,0.0000
958,6.3250,0.0000
959,7.9910,0.0000
960,6.7780,0.0000
961,8.3360,0.0000
962,6.6930,0.0000
963,8.5170,0.0000
964,7.0000,0.0000
965,6.8530,0.0000
966,4.5490,0.0000
967,6.3210,0.0000
968,6.5680,0.0000
969,6.3350,0.0000
970,5.5310,0.0000
971,6.0650,0.0000
972,8.4470,0.0000
973,9.8830,0.0000
974,14.5510,0.0000
975,6.4830,0.0000
976,7.1940,0.0000
977,5.8360,0.0000
978,5.1670,0.0000
979,5.0200,0.0000
980,5.2860,0.0000
981,8.8030,0.0000
982,6.3420,0.0000
983,9.4250,0.0000
984,5.2940,0.0000
985,5.8380,0.0000
986,6.4370,0.0000
987,8.1410,0.0000
988,6.4560,0.0000
989,5.9900,0.0000
990,5.4990,0.0000
991,6.4960,0.0000
992,7.6680,0.0000
993,10.0510,0.0000
994,6.0980,0.0000
995,17.1230,0.0000
996,11.1880,0.0000
997,5.5460,0.0000
998,9.6220,0.0000
999,8.0320,0.0000
1000,9.4210,0.0000
1001,5.3390,0.0000
1002,9.5140,0.0000
1003,8.6410,0.0000
1004,8.5370,0.0000
1005,9.2050,0.0000
1006,9.9030,0.0000
1007,8.5380,0.0000
1008,7.3780,0.0000
1009,8.0270,0.0000
1010,7.7420,0.0000
1011,11.1940,0.0000
1012,9.2390,0.0000
1013,10.3020,0.0000
1014,6.1510,0.0000
1015,9.4300,0.0000
1016,7.4780,0.0000
1017,9.3970,0.0000
1018,8.9100,0.0000
1019,10.2370,0.0000
1020,7.7040,0.0000
1021,9.5490,0.0000
1022,9.0630,0.0000
1023,8.3570,0.0000
1024,8.4030,0.0000
1025,9.3800,0.0000
1026,7.4580,0.0000
1027,5.8630,0.0000
1028,6.2710,0.0000
1029,6.9500,0.0000
1030,10.6720,0.0000
1031,4.9250,0.0000
1032,5.3310,0.0000
1033,5.2650,0.0000
1034,6.3750,0.0000
1035,7.8920,0.0000
1036,6.2290,0.0000
1037,8.5330,0.0000
1038,6.3850,0.0000
1039,10.6640,0.0000
1040,12.8290,0.0000
1041,9.3450,0.0000
1042,6.8380,0.0000
1043,9.3380,0.0000
1044,4.8920,0.0000
1045,10.5610,0.0000
1046,7.7520,0.0000
1047,12.1890,0.0000
1048,8.7330,0.0000
1049,7.1590,0.0000
1050,10.6880,0.0000
1051,8.1500,0.0000
1052,11.3850,0.0000
1053,9.3200,0.0000
1054,11.5460,0.0000
1055,9.0640,0.0000
1056,6.2680,0.0000
1057,5.2120,0.0000
1058,5.5750,0.0000
1059,7.5950,0.0000
1060,7.0570,0.0000
1061,6.1100,0.0000
1062,5.9650,0.0000
1063,5.8500,0.0000
1064,5.8820,0.0000
1065,7.3710,0.0000
1066,5.6790,0.0000
1067,6.1750,0.0000
1068,7.8630,0.0000
1069,6.5760,0.0000
1070,5.5460,0.0000
1071,7.1370,0.0000
1072,6.9970,0.0000
1073,8.6440,0.0000
1074,8.1890,0.0000
1075,8.7550,0.0000
1076,8.2620,0.0000
1077,10.4570,0.0000
1078,9.7090,0.0000
1079,5.7290,0.0000
1080,6.1200,0.0000
1081,7.7630,0.0000
1082,5.6500,0.0000
1083,7.1320,0.0000
1084,5.6550,0.0000
1085,6.0280,0.0000
1086,9.5980,0.0000
1087,7.5840,0.0000
1088,7.8750,0.0000
1089,6.2800,0.0000
1090,6.9890,0.0000
1091,8.4950,0.0000
1092,5.6780,0.0000
1093,6.1160,0.0000
1094,5.4000,0.0000
1095,9.8400,0.0000
1096,6.9550,0.0000
1097,6.1650,0.0000
1098,6.5070,0.0000
1099,6.1330,0.0000
1100,10.1170,0.0000
1101,7.0380,0.0000
1102,8.9760,0.0000
1103,7.4720,0.0000
1104,6.4850,0.0000
1105,6.6330,0.0000
1106,6.8880,0.0000
1107,9.8510,0.0000
1108,6.8400,0.0000
1109,6.5380,0.0000
1110,7.6410,0.0000
1111,8.5950,0.0000
1112,7.7360,0.0000
1113,10.2680,0.0000
1114,8.0100,0.0000
1115,9.8850,0.0000
1116,7.9330,0.0000
1117,10.2930,0.0000
1118,6.6700,0.0000
1119,9.6960,0.0000
1120,7.4290,0.0000
1121,10.6080,0.0000
1122,5.0740,0.0000
1123,9.7910,0.0000
1124,6.6560,0.0000
1125,11.4550,0.0000
1126,6.4260,0.0000
1127,6.8390,0.0000
1128,8.0810,0.0000
1129,8.5670,0.0000
1130,9.0360,0.0000
1131,7.5400,0.0000
1132,6.7400,0.0000
1133,8.9870,0.0000
1134,8.7670,0.0000
1135,8.0920,0.0000
1136,7.2860,0.0000
